"Criteria ID","Name"
"1016312","Braceville"
"1016313","Bradford"
"1016314","Bradley"
"1016315","Breese"
"1016316","Bridgeport"
"1016317","Bridgeview"
"1016318","Brighton"
"1016319","Brimfield"
"1016320","Broadlands"
"1016321","Broadview"
"1016322","Brookfield"
"1016323","Brookport"
"1016324","Brownstown"
"1016325","Buda"
"1016326","Buffalo"
"1016327","Buffalo Grove"
"1016328","Buncombe"
"1016329","Bunker Hill"
"1016330","Burbank"
"1016331","Bureau"
"1016332","Burlington"
"1016333","Burnt Prairie"
"1016334","Bushnell"
"1016335","Byron"
"1016336","Caledonia"
"1016337","Calhoun"
"1016338","Calumet City"
"1016339","Cambridge"
"1016340","Camden"
"1016341","Camp Point"
"1016342","Canton"
"1016343","Capron"
"1016344","Carbondale"
"1016345","Carlinville"
"1016346","Carlyle"
"1016347","Carmi"
"1016348","Carol Stream"
"1016349","Carpentersville"
"1016350","Carrier Mills"
"1016351","Carrollton"
"1016352","Carterville"
"1016353","Carthage"
"1016354","Cary"
"1016355","Casey"
"1016356","Catlin"
"1016357","Centralia"
"1016358","Cerro Gordo"
"1016359","Champaign"
"1016360","Channahon"
"1016361","Charleston"
"1016362","Chatham"
"1016363","Chatsworth"
"1016364","Chenoa"
"1016365","Cherry Valley"
"1016366","Chester"
"1016367","Chicago"
"1016368","Chicago Heights"
"1016369","Chicago Ridge"
"1016370","Chillicothe"
"1016371","Chrisman"
"1016372","Christopher"
"1016373","Cicero"
"1016374","Cissna Park"
"1016375","Clarendon Hills"
"1016376","Clay City"
"1016377","Clifton"
"1016378","Clinton"
"1016379","Coal City"
"1016380","Coal Valley"
"1016381","Cobden"
"1016382","Colchester"
"1016383","Colfax"
"1016384","Collinsville"
"1016385","Columbia"
"1016386","Cordova"
"1016387","Cortland"
"1016388","Coulterville"
"1016389","Country Club Hills"
"1016390","Cowden"
"1016391","Creal Springs"
"1016392","Crescent City"
"1016393","Crete"
"1016394","Creve Coeur"
"1016395","Crossville"
"1016396","Crystal Lake"
"1016397","Cuba"
"1016398","Cullom"
"1016399","Dahlgren"
"1016400","Dakota"
"1016401","Dallas City"
"1016402","Danvers"
"1016403","Danville"
"1016404","Darien"
"1016405","Davis"
"1016406","Decatur"
"1016407","Deer Creek"
"1016408","Deerfield"
"1016409","DeKalb"
"1016410","Delavan"
"1016411","DePue"
"1016412","Des Plaines"
"1016413","Dieterich"
"1016414","Dixon"
"1016415","Dolton"
"1016416","Dongola"
"1016417","Donovan"
"1016418","Downers Grove"
"1016419","Downs"
"1016420","Du Quoin"
"1016422","Dunlap"
"1016423","Dupo"
"1016424","Durand"
"1016425","Dwight"
"1016426","Earlville"
"1016427","East Alton"
"1016428","East Dubuque"
"1016429","East Moline"
"1016430","East Peoria"
"1016431","East St. Louis"
"1016432","Edelstein"
"1016433","Edwards"
"1016434","Edwardsville"
"1016435","Effingham"
"1016436","El Paso"
"1016437","Elburn"
"1016438","Eldorado"
"1016439","Elgin"
"1016440","Elizabeth"
"1016441","Elk Grove Village"
"1016442","Elkhart"
"1016443","Ellis Grove"
"1016444","Elmhurst"
"1016445","Elmwood"
"1016446","Elmwood Park"
"1016447","Elsah"
"1016448","Elwood"
"1016450","Equality"
"1016451","Erie"
"1016452","Eureka"
"1016453","Evanston"
"1016454","Evansville"
"1016455","Evergreen Park"
"1016456","Fairbury"
"1016457","Fairfield"
"1016458","Fairview Heights"
"1016459","Farina"
"1016460","Farmer City"
"1016461","Farmington"
"1016462","Fenton"
"1016463","Fillmore"
"1016464","Findlay"
"1016465","Fisher"
"1016466","Fithian"
"1016467","Flanagan"
"1016468","Flat Rock"
"1016469","Flora"
"1016470","Flossmoor"
"1016471","Forest Park"
"1016472","Forrest"
"1016473","Forreston"
"1016474","Forsyth"
"1016475","Fox Lake"
"1016476","Fox River Grove"
"1016477","Frankfort"
"1016478","Franklin"
"1016479","Franklin Park"
"1016480","Freeburg"
"1016481","Freeport"
"1016482","Fort Sheridan"
"1016483","Fulton"
"1016484","Galatia"
"1016485","Galena"
"1016486","Galesburg"
"1016487","Garden Prairie"
"1016488","Gardner"
"1016489","Geneseo"
"1016490","Geneva"
"1016491","Genoa"
"1016492","Georgetown"
"1016493","Germantown"
"1016494","Gibson City"
"1016495","Gillespie"
"1016496","Gilman"
"1016497","Girard"
"1016498","Glasford"
"1016499","Glen Carbon"
"1016500","Glen Ellyn"
"1016501","Glencoe"
"1016502","Glendale Heights"
"1016503","Glenview"
"1016504","Glenwood"
"1016505","Godfrey"
"1016506","Golconda"
"1016507","Golden"
"1016508","Golf"
"1016509","Goodfield"
"1016510","Goreville"
"1016511","Grafton"
"1016512","Grand Ridge"
"1016513","Granite City"
"1016514","Grant Park"
"1016515","Granville"
"1016516","Graymont"
"1016517","Grayslake"
"1016518","Great Lakes"
"1016519","Green Valley"
"1016520","Greenfield"
"1016521","Greenup"
"1016522","Greenview"
"1016523","Greenville"
"1016524","Gridley"
"1016525","Griggsville"
"1016527","Gurnee"
"1016528","Hamel"
"1016529","Hamilton"
"1016530","Hammond"
"1016531","Hampshire"
"1016532","Hampton"
"1016533","Hanna City"
"1016534","Hardin"
"1016535","Harmon"
"1016536","Harrisburg"
"1016537","Harvard"
"1016538","Harvey"
"1016539","Harwood Heights"
"1016540","Havana"
"1016541","Hazel Crest"
"1016542","Hebron"
"1016543","Henderson"
"1016544","Henry"
"1016545","Herrick"
"1016546","Herrin"
"1016547","Herscher"
"1016548","Heyworth"
"1016549","Hickory Hills"
"1016550","Highland"
"1016551","Highland Park"
"1016552","Highwood"
"1016553","Hillsboro"
"1016554","Hillside"
"1016555","Hinckley"
"1016556","Hines"
"1016557","Hinsdale"
"1016558","Hoffman"
"1016559","Hoffman Estates"
"1016560","Hometown"
"1016561","Homewood"
"1016562","Hoopeston"
"1016563","Hopedale"
"1016564","Hopkins Park"
"1016565","Hoyleton"
"1016566","Hudson"
"1016567","Hume"
"1016568","Huntley"
"1016569","Hurst"
"1016570","Hutsonville"
"1016571","Illiopolis"
"1016572","Ina"
"1016573","Industry"
"1016574","Ingleside"
"1016575","Iroquois"
"1016576","Irving"
"1016577","Irvington"
"1016578","Island Lake"
"1016579","Itasca"
"1016580","Iuka"
"1016581","Jacksonville"
"1016582","Jerseyville"
"1016583","Johnston City"
"1016584","Joliet"
"1016585","Joppa"
"1016586","Joy"
"1016587","Junction"
"1016588","Justice"
"1016589","Kane"
"1016590","Kaneville"
"1016591","Kankakee"
"1016592","Kansas"
"1016593","Kenilworth"
"1016594","Kewanee"
"1016595","Kinderhook"
"1016596","Kingston"
"1016597","Kingston Mines"
"1016598","Kirkland"
"1016599","La Grange"
"1016600","La Grange Park"
"1016601","La Harpe"
"1016602","LaSalle"
"1016603","Lacon"
"1016604","La Fox"
"1016605","Lake Bluff"
"1016606","Lake Forest"
"1016607","Lake in the Hills"
"1016608","Lake Villa"
"1016609","Lake Zurich"
"1016610","Lansing"
"1016611","Lawrenceville"
"1016612","Le Roy"
"1016613","Leaf River"
"1016614","Lebanon"
"1016615","Lee"
"1016616","Leland"
"1016617","Lemont"
"1016618","Lena"
"1016619","Lewistown"
"1016620","Lexington"
"1016621","Liberty"
"1016622","Libertyville"
"1016623","Lincoln"
"1016624","Lincolnshire"
"1016625","Lincolnwood"
"1016626","Lisle"
"1016627","Litchfield"
"1016628","Livingston"
"1016629","Lockport"
"1016630","Logan"
"1016631","Lombard"
"1016632","London Mills"
"1016633","Long Grove"
"1016634","Louisville"
"1016635","Loves Park"
"1016636","Lovington"
"1016637","Lyndon"
"1016638","Lyons"
"1016639","Machesney Park"
"1016640","Mackinaw"
"1016641","Macomb"
"1016642","Macon"
"1016643","Madison"
"1016644","Magnolia"
"1016645","Mahomet"
"1016646","Malta"
"1016647","Manhattan"
"1016648","Manito"
"1016649","Manteno"
"1016650","Maple Park"
"1016651","Mapleton"
"1016652","Marengo"
"1016653","Marine"
"1016654","Marion"
"1016655","Maroa"
"1016656","Marseilles"
"1016657","Marshall"
"1016658","Martinsville"
"1016659","Maryville"
"1016660","Mascoutah"
"1016661","Mason"
"1016662","Mason City"
"1016663","Matteson"
"1016664","Mattoon"
"1016665","Maywood"
"1016666","McLean"
"1016667","McLeansboro"
"1016668","McNabb"
"1016669","McHenry"
"1016670","Medinah"
"1016671","Melrose Park"
"1016672","Menard"
"1016673","Mendon"
"1016674","Mendota"
"1016675","Meredosia"
"1016676","Metamora"
"1016677","Metropolis"
"1016678","Midlothian"
"1016679","Milan"
"1016680","Milford"
"1016681","Milledgeville"
"1016682","Mineral"
"1016683","Minonk"
"1016684","Minooka"
"1016685","Mokena"
"1016686","Moline"
"1016687","Momence"
"1016688","Monee"
"1016689","Monmouth"
"1016690","Montgomery"
"1016691","Monticello"
"1016692","Mooseheart"
"1016693","Morris"
"1016694","Morrison"
"1016695","Morton"
"1016696","Morton Grove"
"1016697","Mossville"
"1016698","Mounds"
"1016699","Mount Carmel"
"1016700","Mount Carroll"
"1016701","Mount Morris"
"1016702","Mount Prospect"
"1016703","Mount Pulaski"
"1016704","Mount Sterling"
"1016705","Mount Vernon"
"1016706","Mount Zion"
"1016707","Moweaqua"
"1016708","Mundelein"
"1016709","Murphysboro"
"1016710","Naperville"
"1016711","Nashville"
"1016712","Nauvoo"
"1016713","Neponset"
"1016714","New Baden"
"1016715","New Berlin"
"1016716","New Haven"
"1016717","New Lenox"
"1016718","New Salem"
"1016719","Newark"
"1016720","Newman"
"1016721","Newton"
"1016722","Niantic"
"1016723","Niles"
"1016724","Nokomis"
"1016725","Normal"
"1016726","Norris City"
"1016727","North Aurora"
"1016728","North Chicago"
"1016729","Northbrook"
"1016730","O'Fallon"
"1016731","Oak Brook"
"1016732","Oak Forest"
"1016733","Oak Lawn"
"1016734","Oak Park"
"1016735","Oakwood"
"1016736","Oblong"
"1016737","Oconee"
"1016738","Odell"
"1016739","Odin"
"1016740","Oglesby"
"1016741","Okawville"
"1016742","Olney"
"1016743","Olympia Fields"
"1016744","Oneida"
"1016745","Oquawka"
"1016746","Orangeville"
"1016747","Oregon"
"1016748","Orland Park"
"1016749","Oswego"
"1016750","Ottawa"
"1016751","Palatine"
"1016752","Palmyra"
"1016753","Palos Heights"
"1016754","Palos Hills"
"1016755","Palos Park"
"1016756","Paris"
"1016757","Park Forest"
"1016758","Park Ridge"
"1016759","Patoka"
"1016760","Paw Paw"
"1016761","Pawnee"
"1016762","Paxton"
"1016763","Pearl City"
"1016764","Pecatonica"
"1016765","Pekin"
"1016766","Peoria"
"1016767","Peotone"
"1016768","Perry"
"1016769","Peru"
"1016770","Petersburg"
"1016771","Pinckneyville"
"1016772","Piper City"
"1016773","Pittsfield"
"1016774","Plainfield"
"1016775","Plano"
"1016776","Plato Center"
"1016777","Pleasant Plains"
"1016778","Plymouth"
"1016779","Pocahontas"
"1016780","Pontiac"
"1016781","Poplar Grove"
"1016782","Port Byron"
"1016783","Posen"
"1016784","Potomac"
"1016785","Prairie du Rocher"
"1016786","Princeton"
"1016787","Princeville"
"1016788","Prophetstown"
"1016789","Prospect Heights"
"1016790","Pulaski"
"1016791","Putnam"
"1016792","Quincy"
"1016793","Raleigh"
"1016794","Ransom"
"1016795","Rantoul"
"1016796","Raymond"
"1016797","Red Bud"
"1016798","Richmond"
"1016799","Richton Park"
"1016800","Ridge Farm"
"1016801","Ridgway"
"1016802","Ringwood"
"1016803","River Forest"
"1016804","River Grove"
"1016805","Riverdale"
"1016806","Riverside"
"1016807","Riverton"
"1016808","Roanoke"
"1016809","Robinson"
"1016810","Rochelle"
"1016811","Rock Falls"
"1016812","Rock Island"
"1016813","Rockford"
"1016814","Rockton"
"1016815","Rockwood"
"1016816","Rolling Meadows"
"1016817","Rome"
"1016818","Romeoville"
"1016819","Roodhouse"
"1016821","Roscoe"
"1016822","Roselle"
"1016823","Roseville"
"1016824","Rosiclare"
"1016825","Rossville"
"1016826","Round Lake"
"1016827","Rushville"
"1016828","Salem"
"1016829","Sandoval"
"1016830","Sandwich"
"1016831","Savanna"
"1016832","Savoy"
"1016833","Scales Mound"
"1016834","Schaumburg"
"1016835","Schiller Park"
"1016836","Sciota"
"1016837","Scott AFB"
"1016838","Seneca"
"1016839","Sesser"
"1016840","Shabbona"
"1016841","Shawneetown"
"1016842","Sheffield"
"1016843","Shelbyville"
"1016844","Sheldon"
"1016845","Sheridan"
"1016846","Sherrard"
"1016847","Shipman"
"1016848","Sidell"
"1016849","Sidney"
"1016850","Simpson"
"1016851","Skokie"
"1016852","Smithfield"
"1016853","Smithton"
"1016854","Somonauk"
"1016855","South Beloit"
"1016856","South Elgin"
"1016857","South Holland"
"1016858","South Pekin"
"1016859","South Wilmington"
"1016860","Sparland"
"1016861","Sparta"
"1016862","Spring Grove"
"1016863","Spring Valley"
"1016864","Springfield"
"1016865","St. Anne"
"1016866","St. Charles"
"1016868","St. Jacob"
"1016869","St. Joseph"
"1016870","St. Libory"
"1016871","Stanford"
"1016872","Staunton"
"1016873","Steeleville"
"1016874","Steger"
"1016875","Sterling"
"1016876","Steward"
"1016877","Stillman Valley"
"1016878","Stockton"
"1016879","Stone Park"
"1016880","Stonefort"
"1016881","Strasburg"
"1016882","Streamwood"
"1016883","Streator"
"1016884","Stronghurst"
"1016885","Sublette"
"1016886","Sugar Grove"
"1016887","Sullivan"
"1016888","Summit"
"1016889","Sumner"
"1016890","Sycamore"
"1016891","Table Grove"
"1016892","Tamaroa"
"1016893","Tamms"
"1016894","Taylorville"
"1016895","Techny"
"1016896","Teutopolis"
"1016897","Thayer"
"1016898","Thomasboro"
"1016899","Thomson"
"1016900","Thornton"
"1016901","Tilden"
"1016902","Tinley Park"
"1016903","Toledo"
"1016904","Tolono"
"1016905","Toluca"
"1016906","Tonica"
"1016907","Toulon"
"1016908","Towanda"
"1016909","Tremont"
"1016910","Trenton"
"1016911","Trivoli"
"1016912","Troy"
"1016913","Tuscola"
"1016914","Ullin"
"1016915","Union"
"1016916","Urbana"
"1016918","Valmeyer"
"1016919","Vandalia"
"1016920","Venice"
"1016921","Vermilion"
"1016922","Vermont"
"1016923","Vernon Hills"
"1016924","Versailles"
"1016925","Victoria"
"1016926","Vienna"
"1016927","Villa Grove"
"1016928","Villa Park"
"1016929","Virden"
"1016930","Virgil"
"1016931","Virginia"
"1016932","Warren"
"1016933","Warrensburg"
"1016934","Warrenville"
"1016935","Warsaw"
"1016936","Washburn"
"1016937","Washington"
"1016938","Waterloo"
"1016939","Waterman"
"1016940","Watseka"
"1016941","Wauconda"
"1016942","Waukegan"
"1016943","Waverly"
"1016944","Wayne"
"1016945","Wayne City"
"1016946","Waynesville"
"1016947","Wedron"
"1016948","Wenona"
"1016949","West Chicago"
"1016950","West Frankfort"
"1016951","West Salem"
"1016952","Westchester"
"1016953","Western Springs"
"1016954","Westmont"
"1016955","Westville"
"1016956","Wheaton"
"1016957","Wheeling"
"1016958","Williamsfield"
"1016959","Williamsville"
"1016960","Willow Springs"
"1016961","Wilmette"
"1016962","Winchester"
"1016963","Windsor"
"1016964","Winfield"
"1016965","Winnebago"
"1016966","Winnetka"
"1016967","Wonder Lake"
"1016968","Wood Dale"
"1016969","Woodhull"
"1016970","Woodlawn"
"1016971","Woodridge"
"1016972","Woodstock"
"1016973","Worth"
"1016974","Yates City"
"1016975","Yorkville"
"1016976","Zion"
"1016977","Akron"
"1016978","Albany"
"1016979","Albion"
"1016980","Alexandria"
"1016981","Anderson"
"1016982","Angola"
"1016983","Arcadia"
"1016984","Argos"
"1016985","Atlanta"
"1016986","Attica"
"1016987","Auburn"
"1016988","Aurora"
"1016989","Austin"
"1016990","Avilla"
"1016991","Avon"
"1016992","Bainbridge"
"1016993","Batesville"
"1016994","Battle Ground"
"1016995","Bedford"
"1016996","Beech Grove"
"1016997","Berne"
"1016998","Bicknell"
"1016999","Bippus"
"1017000","Birdseye"
"1017001","Bloomfield"
"1017002","Bloomingdale"
"1017003","Bloomington"
"1017004","Bluffton"
"1017005","Boone Grove"
"1017006","Boonville"
"1017007","Borden"
"1017008","Boswell"
"1017009","Bourbon"
"1017010","Brazil"
"1017011","Bremen"
"1017012","Bristol"
"1017013","Brook"
"1017014","Brookston"
"1017015","Brookville"
"1017016","Brownsburg"
"1017017","Brownstown"
"1017018","Bunker Hill"
"1017019","Butler"
"1017020","Butlerville"
"1017021","Cambridge City"
"1017022","Camden"
"1017023","Campbellsburg"
"1017024","Canaan"
"1017025","Cannelton"
"1017026","Carlisle"
"1017027","Carmel"
"1017028","Cayuga"
"1017029","Cedar Lake"
"1017030","Celestine"
"1017031","Centerville"
"1017032","Chalmers"
"1017033","Chandler"
"1017034","Charlestown"
"1017035","Charlottesville"
"1017036","Chesterton"
"1017037","Churubusco"
"1017038","Cicero"
"1017039","Clarksville"
"1017040","Clay City"
"1017041","Clayton"
"1017042","Clifford"
"1017043","Clinton"
"1017044","Cloverdale"
"1017045","Colfax"
"1017046","Columbia City"
"1017047","Columbus"
"1017048","Connersville"
"1017049","Converse"
"1017050","Corydon"
"1017051","Covington"
"1017052","Craigville"
"1017053","Crane"
"1017054","Crawfordsville"
"1017055","Crothersville"
"1017056","Crown Point"
"1017057","Culver"
"1017058","Dale"
"1017059","Daleville"
"1017060","Danville"
"1017061","Dayton"
"1017062","Decatur"
"1017063","Delphi"
"1017064","De Motte"
"1017065","Denver"
"1017066","Deputy"
"1017067","Dillsboro"
"1017068","Donaldson"
"1017069","Dublin"
"1017070","Dubois"
"1017071","Dunkirk"
"1017072","Dyer"
"1017073","Earl Park"
"1017074","East Chicago"
"1017075","East Enterprise"
"1017076","Eckerty"
"1017077","Edinburgh"
"1017078","Elberfeld"
"1017079","Elizabeth"
"1017080","Elkhart"
"1017081","Ellettsville"
"1017082","Elnora"
"1017083","Elwood"
"1017084","Eminence"
"1017085","English"
"1017086","Evansville"
"1017088","Fairland"
"1017089","Fairmount"
"1017090","Farmersburg"
"1017091","Farmland"
"1017092","Ferdinand"
"1017093","Fishers"
"1017094","Flora"
"1017095","Floyds Knobs"
"1017096","Fortville"
"1017097","Fountain City"
"1017098","Fountaintown"
"1017099","Fowler"
"1017100","Francesville"
"1017101","Frankfort"
"1017102","Franklin"
"1017103","Frankton"
"1017104","Freelandville"
"1017105","Fremont"
"1017106","French Lick"
"1017107","Fort Branch"
"1017108","Fort Wayne"
"1017109","Fulton"
"1017110","Galveston"
"1017111","Garrett"
"1017112","Gary"
"1017113","Gas City"
"1017114","Gaston"
"1017115","Geneva"
"1017116","Goodland"
"1017117","Goshen"
"1017118","Grandview"
"1017119","Granger"
"1017120","Greencastle"
"1017121","Greenfield"
"1017122","Greensburg"
"1017123","Greentown"
"1017124","Greenwood"
"1017125","Griffith"
"1017126","Grissom Joint Air Reserve Base"
"1017127","Guilford"
"1017128","Hagerstown"
"1017129","Hamilton"
"1017130","Hamlet"
"1017131","Hammond"
"1017132","Hanover"
"1017133","Hardinsburg"
"1017134","Hartford City"
"1017135","Hazleton"
"1017136","Hebron"
"1017137","Henryville"
"1017138","Highland"
"1017139","Hillsboro"
"1017140","Hobart"
"1017141","Hope"
"1017142","Howe"
"1017143","Huntingburg"
"1017144","Huntington"
"1017145","Hymera"
"1017146","Indianapolis"
"1017147","Jasonville"
"1017148","Jasper"
"1017149","Jeffersonville"
"1017150","Kendallville"
"1017151","Kentland"
"1017152","Kewanna"
"1017153","Knightstown"
"1017154","Knightsville"
"1017155","Knox"
"1017156","Kokomo"
"1017157","Kouts"
"1017158","La Crosse"
"1017159","La Porte"
"1017160","Ladoga"
"1017161","Lafayette"
"1017162","LaGrange"
"1017163","Lake Station"
"1017164","Lake Village"
"1017165","Lakeville"
"1017166","Lanesville"
"1017167","Laotto"
"1017168","Lapel"
"1017169","Laurel"
"1017170","Lawrenceburg"
"1017171","Lebanon"
"1017172","Leiters Ford"
"1017173","Leo-Cedarville"
"1017174","Leopold"
"1017175","Leroy"
"1017176","Liberty"
"1017177","Ligonier"
"1017178","Lincoln City"
"1017179","Linden"
"1017180","Linton"
"1017181","Lizton"
"1017182","Logansport"
"1017183","Loogootee"
"1017184","Losantville"
"1017185","Lowell"
"1017186","Lucerne"
"1017187","Lynn"
"1017188","Madison"
"1017189","Marengo"
"1017190","Marion"
"1017191","Markle"
"1017192","Marshall"
"1017193","Martinsville"
"1017194","Mauckport"
"1017195","Maxwell"
"1017196","McCordsville"
"1017197","Medora"
"1017198","Mentone"
"1017199","Merrillville"
"1017200","Mexico"
"1017201","Miami"
"1017202","Michigan City"
"1017203","Michigantown"
"1017204","Middlebury"
"1017205","Middletown"
"1017206","Milan"
"1017207","Milford"
"1017208","Millersburg"
"1017209","Milroy"
"1017210","Mishawaka"
"1017211","Mitchell"
"1017212","Monon"
"1017213","Monroe"
"1017214","Monterey"
"1017215","Montezuma"
"1017216","Montgomery"
"1017217","Monticello"
"1017218","Montpelier"
"1017219","Mooresville"
"1017220","Morgantown"
"1017221","Morocco"
"1017222","Morristown"
"1017223","Mount Summit"
"1017224","Mount Vernon"
"1017225","Mulberry"
"1017226","Muncie"
"1017227","Munster"
"1017228","Nappanee"
"1017229","Nashville"
"1017230","New Albany"
"1017231","New Carlisle"
"1017232","New Castle"
"1017233","New Goshen"
"1017234","New Harmony"
"1017235","New Haven"
"1017236","New Lisbon"
"1017237","New Market"
"1017238","New Palestine"
"1017239","New Paris"
"1017240","New Richmond"
"1017241","New Washington"
"1017242","Newburgh"
"1017243","Newport"
"1017244","Noblesville"
"1017245","North Judson"
"1017246","North Manchester"
"1017247","North Vernon"
"1017248","Notre Dame"
"1017249","Oakland City"
"1017250","Oaktown"
"1017251","Orestes"
"1017252","Orleans"
"1017253","Osceola"
"1017254","Osgood"
"1017255","Ossian"
"1017256","Otterbein"
"1017257","Oxford"
"1017258","Palmyra"
"1017259","Paoli"
"1017260","Parker City"
"1017261","Patriot"
"1017262","New Pekin"
"1017263","Pendleton"
"1017264","Pershing"
"1017265","Peru"
"1017266","Petersburg"
"1017267","Pierceton"
"1017268","Pine Village"
"1017269","Pittsboro"
"1017270","Plainfield"
"1017271","Plymouth"
"1017272","Poneto"
"1017273","Portage"
"1017274","Portland"
"1017275","Poseyville"
"1017276","Princeton"
"1017277","Ramsey"
"1017278","Remington"
"1017279","Rensselaer"
"1017280","Reynolds"
"1017281","Richmond"
"1017282","Ridgeville"
"1017283","Rising Sun"
"1017284","Roachdale"
"1017285","Roanoke"
"1017286","Rochester"
"1017287","Rockport"
"1017288","Rockville"
"1017289","Rossville"
"1017290","Royal Center"
"1017291","Rushville"
"1017292","Russiaville"
"1017293","Salem"
"1017294","San Pierre"
"1017295","Sandborn"
"1017296","Santa Claus"
"1017297","Schererville"
"1017298","Scottsburg"
"1017299","Sellersburg"
"1017300","Selma"
"1017301","Seymour"
"1017302","Sharpsville"
"1017303","Shelby"
"1017304","Shelbyville"
"1017305","Sheridan"
"1017306","Shipshewana"
"1017307","Shirley"
"1017308","Shoals"
"1017309","Smithville"
"1017310","South Bend"
"1017311","South Milford"
"1017312","South Whitley"
"1017313","Spencer"
"1017314","Spiceland"
"1017315","Springport"
"1017316","Spurgeon"
"1017317","St. Joe"
"1017318","St. John"
"1017319","Saint Mary-of-the-Woods"
"1017320","Saint Meinrad"
"1017321","Stanford"
"1017322","Star City"
"1017323","Stockwell"
"1017324","Straughn"
"1017325","Sullivan"
"1017326","Sunman"
"1017327","Sweetser"
"1017328","Switz City"
"1017329","Syracuse"
"1017330","Taylorsville"
"1017331","Tell City"
"1017332","Terre Haute"
"1017333","Thorntown"
"1017334","Tippecanoe"
"1017335","Tipton"
"1017336","Topeka"
"1017337","Trafalgar"
"1017338","Troy"
"1017339","Union City"
"1017340","Union Mills"
"1017341","Unionville"
"1017342","Upland"
"1017343","Vallonia"
"1017344","Valparaiso"
"1017345","Van Buren"
"1017346","Veedersburg"
"1017347","Vernon"
"1017348","Versailles"
"1017349","Vevay"
"1017350","Vincennes"
"1017351","Wabash"
"1017352","Wakarusa"
"1017353","Waldron"
"1017354","Walkerton"
"1017355","Walton"
"1017356","Wanatah"
"1017357","Warren"
"1017358","Warsaw"
"1017359","Washington"
"1017360","Waterloo"
"1017361","Waveland"
"1017362","Wawaka"
"1017363","West Baden Springs"
"1017364","West Harrison"
"1017365","West Lafayette"
"1017366","West Lebanon"
"1017367","Westfield"
"1017368","West Point"
"1017369","Westville"
"1017370","Wheatfield"
"1017371","Wheatland"
"1017372","Whiteland"
"1017373","Whitestown"
"1017374","Whiting"
"1017375","Williamsport"
"1017376","Winamac"
"1017377","Winchester"
"1017378","Winona Lake"
"1017379","Wolcott"
"1017380","Woodburn"
"1017381","Worthington"
"1017382","Wyatt"
"1017383","Yeoman"
"1017384","Yorktown"
"1017385","Zionsville"
"1017386","Abilene"
"1017387","Allen"
"1017388","Alma"
"1017389","Almena"
"1017390","Altamont"
"1017391","Americus"
"1017392","Andover"
"1017393","Anthony"
"1017394","Argonia"
"1017395","Arkansas City"
"1017396","Ashland"
"1017397","Assaria"
"1017398","Atchison"
"1017399","Atwood"
"1017400","Augusta"
"1017401","Axtell"
"1017402","Baileyville"
"1017403","Baldwin City"
"1017404","Barnes"
"1017405","Basehor"
"1017406","Baxter Springs"
"1017407","Belle Plaine"
"1017408","Belleville"
"1017409","Beloit"
"1017410","Bennington"
"1017411","Bern"
"1017412","Bird City"
"1017413","Blue Rapids"
"1017414","Bonner Springs"
"1017415","Brewster"
"1017416","Bucklin"
"1017417","Bucyrus"
"1017418","Buhler"
"1017419","Burden"
"1017420","Burlington"
"1017421","Burrton"
"1017422","Caldwell"
"1017423","Canton"
"1017424","Carbondale"
"1017425","Cawker City"
"1017426","Cedar Vale"
"1017427","Centralia"
"1017428","Chanute"
"1017429","Chase"
"1017430","Cheney"
"1017431","Cherryvale"
"1017432","Chetopa"
"1017433","Cimarron"
"1017434","Claflin"
"1017435","Clay Center"
"1017436","Clearview City"
"1017437","Clearwater"
"1017438","Clifton"
"1017439","Coffeyville"
"1017440","Colby"
"1017441","Coldwater"
"1017442","Colony"
"1017443","Columbus"
"1017444","Colwich"
"1017445","Concordia"
"1017446","Corning"
"1017447","Cottonwood Falls"
"1017448","Council Grove"
"1017449","Cummings"
"1017450","Cunningham"
"1017451","De Soto"
"1017452","Deerfield"
"1017453","Denton"
"1017454","Derby"
"1017455","Dighton"
"1017456","Dodge City"
"1017457","Downs"
"1017458","Edwardsville"
"1017459","Effingham"
"1017460","El Dorado"
"1017461","Elbing"
"1017462","Elk City"
"1017463","Elkhart"
"1017464","Ellis"
"1017465","Ellsworth"
"1017466","Elwood"
"1017467","Emporia"
"1017468","Enterprise"
"1017469","Eskridge"
"1017470","Eudora"
"1017471","Eureka"
"1017472","Everest"
"1017473","Frankfort"
"1017474","Franklin"
"1017475","Fredonia"
"1017476","Frontenac"
"1017477","Fort Leavenworth"
"1017478","Fort Riley"
"1017479","Fort Scott"
"1017480","Galena"
"1017481","Galva"
"1017482","Garden City"
"1017483","Gardner"
"1017484","Garnett"
"1017485","Gas"
"1017486","Girard"
"1017487","Goddard"
"1017488","Goodland"
"1017489","Gorham"
"1017490","Gove City"
"1017491","Great Bend"
"1017492","Greensburg"
"1017493","Grinnell"
"1017494","Gypsum"
"1017495","Hamilton"
"1017496","Hanover"
"1017497","Harper"
"1017498","Haven"
"1017499","Haviland"
"1017500","Hays"
"1017501","Haysville"
"1017502","Herington"
"1017503","Herndon"
"1017504","Hesston"
"1017505","Hiawatha"
"1017506","Highland"
"1017507","Hill City"
"1017508","Hillsboro"
"1017509","Holton"
"1017510","Holyrood"
"1017511","Home"
"1017512","Hope"
"1017513","Horton"
"1017514","Howard"
"1017515","Hoxie"
"1017516","Hugoton"
"1017517","Humboldt"
"1017518","Hutchinson"
"1017519","Independence"
"1017520","Inman"
"1017521","Iola"
